"CUSTOMER_ID","LAST","FIRST","STATE","REGION","SEX","PROFESSION","BUY_INSURANCE","AGE","HAS_CHILDREN","SALARY","N_OF_DEPENDENTS","CAR_OWNERSHIP","HOUSE_OWNERSHIP","TIME_AS_CUSTOMER","MARITAL_STATUS","LTV","LTV_BIN"
"CU11501","BILL","MIZE","CA","West","M","First-line Manager","No",25,1,57415,3,1,1,3,"MARRIED",17353.75,"MEDIUM"
"CU3044","SHELIA","BARTH","WA","West","F","Cashier","No",49,1,65520,1,1,1,1,"MARRIED",24780,"HIGH"
"CU9404","LENNA","DUGAN","IL","Midwest","F","Bank Teller","No",21,1,69868,5,1,1,5,"MARRIED",17067,"MEDIUM"
"CU9988","HILARIO","ELLER","MI","Midwest","M","PROF-2","No",18,1,64887,3,1,1,3,"SINGLE",18521.75,"MEDIUM"
"CU12672","ALISON","BUTCHER","MI","Midwest","F","PROF-7","No",41,0,66765,1,1,1,1,"MARRIED",29291.25,"HIGH"
"CU14893","BRICE","KENT","NY","NorthEast","M","PROF-29","No",20,0,66250,3,1,1,3,"MARRIED",24062.5,"HIGH"
"CU2491","UTE","RAMOS","CA","West","F","PROF-30","No",55,1,62741,1,1,1,1,"MARRIED",24685.25,"HIGH"
"CU12216","DEAN","BOWEN","NY","NorthEast","M","PROF-3","No",33,0,59108,3,1,1,3,"SINGLE",23577,"HIGH"
"CU5319","MELVIN","SHERWOOD","CA","West","M","Nurse","No",34,0,69742,0,1,1,2,"DIVORCED",31835.5,"VERY HIGH"
"CU15879","MICHEL","MCKEE","UT","Southwest","M","Technical Writer","No",26,0,61674,3,1,1,3,"SINGLE",23518.5,"HIGH"
"CU2269","BECKI","HELM","MO","Midwest","F","Cashier","No",44,0,65418,1,1,1,1,"DIVORCED",29254.5,"HIGH"
"CU7814","RAFAEL","GREENBERG","NY","NorthEast","M","Administrative Assistant","No",0,0,58456,0,1,0,2,"SINGLE",0,"LOW"
"CU12180","DUANE","BRYSON","NY","NorthEast","M","Dentist","No",44,0,62560,3,1,1,3,"MARRIED",25540,"HIGH"
"CU8450","CARTER","BERNIER","NV","Southwest","M","Professor","No",24,0,70993,3,1,1,3,"SINGLE",25648.25,"HIGH"
"CU2536","GERMAN","FRIEDMAN","NY","NorthEast","M","PROF-57","No",33,0,59065,0,0,0,2,"SINGLE",19066.25,"MEDIUM"
"CU4153","STACY","ROSALES","MI","Midwest","M","PROF-38","No",32,1,63222,6,1,1,4,"DIVORCED",14005.5,"MEDIUM"
"CU10477","OMAR","MAGUIRE","MI","Midwest","M","First-line Manager","No",21,0,57733,3,1,1,3,"SINGLE",22033.25,"HIGH"
"CU13221","ILANA","STEWART","LA","South","F","Veterinarian","No",39,0,77971,1,1,1,1,"DIVORCED",31892.75,"VERY HIGH"
"CU12128","RILEY","PEPPER","MI","Midwest","M","PROF-37","No",19,0,55385,3,1,1,3,"MARRIED",21246.25,"MEDIUM"
"CU12235","DARRON","NOBLES","OR","West","M","Waiter/Waitress","No",19,0,70272,3,1,1,3,"SINGLE",24968,"HIGH"
"CU1935","ERASMO","BRAND","CA","West","M","Accountant","No",66,1,58873,6,1,1,2,"DIVORCED",15318.25,"MEDIUM"
"CU8589","KALA","IVERSON","WI","Midwest","F","PROF-9","No",49,1,68696,1,1,1,1,"WIDOWED",25574,"HIGH"
"CU9823","NESTOR","HORTON","CA","West","M","Nurse","No",24,0,73850,0,1,0,2,"SINGLE",21862.5,"MEDIUM"
"CU12175","DWIGHT","ROLLINS","MI","Midwest","M","Programmer/Developer","No",26,1,60249,2,1,1,2,"MARRIED",19662.25,"MEDIUM"
"CU7924","GRADY","STATON","NY","NorthEast","M","Programmer/Developer","No",32,0,60466,1,1,0,1,"SINGLE",16816.5,"MEDIUM"
"CU14284","DOMINICK","LAW","NY","NorthEast","M","Construction Laborer","No",24,0,76570,3,1,1,3,"SINGLE",27042.5,"HIGH"
"CU14620","DANIAL","CORLEY","UT","Southwest","M","Truck Driver","No",35,1,62756,1,1,1,1,"MARRIED",22689,"HIGH"
"CU15186","VERNON","NIETO","NY","NorthEast","F","IT Staff","No",36,1,62886,1,1,1,1,"MARRIED",22821.5,"HIGH"
"CU5165","KITTY","COFFEY","MI","Midwest","F","Truck Driver","No",26,1,61012,1,1,1,1,"MARRIED",21353,"MEDIUM"
"CU5938","TEDDY","MURILLO","CA","West","M","Author","No",78,1,65134,0,1,0,2,"SINGLE",20083.5,"MEDIUM"
"CU3296","MARYLEE","HATHAWAY","CA","West","F","Not specified","No",49,1,60322,3,1,1,4,"WIDOWED",20980.5,"MEDIUM"
"CU1069","THURMAN","VAUGHAN","MN","West","M","PROF-15","No",80,1,63067,0,1,0,2,"SINGLE",19766.75,"MEDIUM"
"CU13543","DARYL","ADDISON","WA","West","F","PROF-39","No",52,1,73090,5,1,2,5,"DIVORCED",30972.5,"VERY HIGH"
"CU11717","LAVETA","CASEY","NY","NorthEast","F","Publisher","No",31,0,71782,5,1,1,5,"DIVORCED",23545.5,"HIGH"
"CU5928","ROBERTO","CORNELIUS","NY","NorthEast","M","Childcare Worker","No",44,1,61056,1,1,1,1,"DIVORCED",23164,"HIGH"
"CU10012","DORSEY","PRIEST","NM","Southwest","M","Cashier","No",52,0,59480,3,1,1,4,"MARRIED",26070,"HIGH"
"CU197","ENRIQUE","BARRIOS","MI","Midwest","M","Nurse","No",77,0,73461,0,1,0,2,"SINGLE",27065.25,"HIGH"
"CU476","CHONG","CROWDER","CA","West","M","Administrative Assistant","No",69,1,61943,0,1,1,2,"MARRIED",28385.75,"HIGH"
"CU9110","JOHN","CLARK","DC","NorthEast","M","Administrative Assistant","No",46,1,64648,0,1,1,2,"DIVORCED",26762,"HIGH"
"CU7291","LAUREN","LAYNE","MI","Midwest","M","Nurse","No",42,1,58327,0,1,0,4,"SINGLE",15781.75,"MEDIUM"
"CU7148","VINCENT","COBB","OK","Midwest","M","Programmer/Developer","No",28,0,60968,2,1,1,2,"MARRIED",25042,"HIGH"
"CU9648","FRANKLIN","ADLER","FL","South","M","Programmer/Developer","No",34,1,66717,3,1,1,3,"SINGLE",20579.25,"MEDIUM"
"CU1055","OLIVER","ESTRADA","NY","NorthEast","M","Clerical","No",36,1,65837,3,1,1,3,"DIVORCED",20559.25,"MEDIUM"
"CU749","NATACHA","KILGORE","CA","West","F","Homemaker","No",71,1,94589,1,1,1,1,"OTHER",34247.25,"VERY HIGH"
"CU12581","SAMARA","KIMBLE","NY","NorthEast","F","Programmer/Developer","No",21,1,71368,5,1,1,5,"MARRIED",17442,"MEDIUM"
"CU1731","ANASTASIA","FISCHER","IL","Midwest","F","Clerical","No",49,1,56506,1,1,1,1,"WIDOWED",22526.5,"HIGH"
"CU1881","WILLARD","WEEKS","AK","West","M","Medical Doctor","No",37,0,71142,5,1,1,5,"MARRIED",23985.5,"HIGH"
"CU400","EZEKIEL","HARGROVE","CA","West","M","Nurse","No",52,1,60752,0,1,0,2,"SINGLE",16388,"MEDIUM"
"CU4172","SAMMY","KANG","NY","NorthEast","F","Administrative Assistant","No",48,1,75114,1,1,1,1,"MARRIED",27078.5,"HIGH"
"CU10006","GREGORIO","LAWRENCE","NV","Southwest","M","Lab Technician","No",30,0,60554,3,1,1,3,"DIVORCED",23638.5,"HIGH"
"CU15957","LAVERN","DODGE","UT","Southwest","M","PROF-3","No",34,0,51837,1,1,1,1,"MARRIED",24859.25,"HIGH"
"CU10540","WILBER","ANDERSON","NY","NorthEast","M","Nurse","No",33,0,58408,0,0,0,2,"SINGLE",18902,"MEDIUM"
"CU11020","ASA","LEAVITT","NY","NorthEast","M","PROF-42","No",37,0,72865,1,1,1,1,"DIVORCED",30416.25,"VERY HIGH"
"CU3091","VAN","LAMB","NY","NorthEast","M","Publisher","No",25,1,65594,3,1,1,3,"DIVORCED",19398.5,"MEDIUM"
"CU4994","ROLANDA","WAGNER","NY","NorthEast","F","Lab Technician","No",42,1,63640,1,1,1,1,"MARRIED",23610,"HIGH"
"CU11201","FREDRIC","WARDEN","WA","West","M","PROF-28","No",38,0,64207,4,1,1,4,"SINGLE",23851.75,"HIGH"
"CU11171","MARIO","CUTLER","NY","NorthEast","M","First-line Manager","No",0,0,63465,3,1,1,3,"MARRIED",0,"LOW"
"CU1245","MARIETTA","BINGHAM","CA","West","F","Law Enforcement Officer","No",58,1,91279,1,1,1,1,"WIDOWED",32119.75,"VERY HIGH"
"CU15866","MEL","YANCEY","UT","Southwest","M","Professor","No",22,0,58193,1,1,1,1,"MARRIED",25248.25,"HIGH"
"CU14631","TANDRA","BALLARD","FL","South","F","Programmer/Developer","No",28,0,57902,1,1,0,1,"SINGLE",15775.5,"MEDIUM"
"CU8908","ABRAHAM","PRATT","NY","NorthEast","M","PROF-18","No",21,0,63625,0,1,0,2,"SINGLE",19006.25,"MEDIUM"
"CU929","BEAU","MCKINNON","MI","Midwest","M","Homemaker","No",60,0,59463,1,1,1,4,"DIVORCED",30865.75,"VERY HIGH"
"CU11849","JOSH","FOX","NY","NorthEast","M","Sales Representative","No",28,1,68889,3,1,1,3,"MARRIED",20522.25,"MEDIUM"
"CU12777","RAYMUNDO","COYLE","CA","West","M","Programmer/Developer","No",29,1,69382,3,1,0,3,"SINGLE",10745.5,"LOW"
"CU6027","DANILO","BARAJAS","CA","West","M","Accountant","No",77,1,62253,4,1,1,4,"MARRIED",22263.25,"HIGH"
"CU672","MARCO","NORTON","NC","South","M","Waiter/Waitress","No",26,1,57724,3,1,2,3,"MARRIED",27531,"HIGH"
"CU4165","DARRICK","MICHAEL","MI","Midwest","M","Author","No",35,0,64671,0,1,0,2,"SINGLE",20667.75,"MEDIUM"
"CU11854","GRANVILLE","BECK","MI","Midwest","M","Programmer/Developer","No",21,0,59210,3,1,1,3,"MARRIED",22402.5,"HIGH"
"CU1832","ISELA","SHOEMAKER","CA","West","F","Not specified","No",50,1,74752,3,1,1,4,"WIDOWED",24688,"HIGH"
"CU12518","AMOS","EASLEY","NY","NorthEast","M","Programmer/Developer","No",22,0,69229,3,1,0,3,"SINGLE",15007.25,"MEDIUM"
"CU10801","ROB","KOEHLER","CA","West","M","Waiter/Waitress","No",22,0,70065,4,1,1,4,"SINGLE",23716.25,"HIGH"
"CU8880","MOSE","MAHONEY","CA","West","M","Waiter/Waitress","No",34,0,72354,2,1,0,2,"SINGLE",18488.5,"MEDIUM"
"CU1745","JACKIE","HIGHTOWER","NY","NorthEast","M","Bank Teller","No",32,1,64905,0,1,0,2,"SINGLE",15426.25,"MEDIUM"
"CU6439","DONALD","MICHAEL","CA","West","M","Nurse","No",59,1,66001,0,1,0,2,"SINGLE",18400.25,"MEDIUM"
"CU6117","BERNADINE","PRITCHETT","NY","NorthEast","F","Author","No",0,1,52067,5,1,1,5,"MARRIED",0,"LOW"
"CU3433","MARY","GARY","WA","West","M","Professor","No",31,0,69545,0,1,1,2,"MARRIED",31486.25,"VERY HIGH"
"CU1901","KARINA","FLANAGAN","MI","Midwest","F","PROF-62","No",0,1,87333,6,1,1,4,"DIVORCED",0,"LOW"
"CU4549","MARTINA","PEACHEY","MI","Midwest","F","PROF-65","No",42,1,56452,1,1,1,1,"MARRIED",21813,"MEDIUM"
"CU9143","STEPHEN","NUGENT","NC","South","M","Dentist","No",21,0,59245,3,1,1,3,"SINGLE",22411.25,"HIGH"
"CU14215","SAM","BOUCHARD","NY","NorthEast","M","Sales Representative","No",37,0,64916,0,1,0,2,"SINGLE",20929,"MEDIUM"
"CU13111","ELBERT","DOTY","NY","NorthEast","M","Construction Laborer","No",47,0,61935,0,0,0,2,"SINGLE",21183.75,"MEDIUM"
"CU3777","JORGE","CASSIDY","CA","West","M","Medical Doctor","No",57,1,66134,0,1,0,2,"SINGLE",18233.5,"MEDIUM"
"CU4410","JC","KLINE","NY","NorthEast","M","Clerical","No",43,0,60547,0,1,1,2,"MARRIED",30436.75,"VERY HIGH"
"CU2332","LELAND","GRIMM","OR","West","M","Not specified","No",51,1,68214,0,1,0,4,"SINGLE",19153.5,"MEDIUM"
"CU4877","MARION","PEPPER","MI","Midwest","M","Homemaker","No",33,0,60061,3,1,1,3,"MARRIED",23815.25,"HIGH"
"CU172","DAN","BLAIR","NY","NorthEast","F","Author","No",76,1,60675,4,1,1,4,"DIVORCED",21768.75,"MEDIUM"
"CU9897","BRODERICK","CARDONA","NY","NorthEast","M","Dentist","No",46,0,59079,4,1,1,4,"MARRIED",23369.75,"HIGH"
"CU5458","JAMISON","HOOKS","DC","NorthEast","M","Cashier","No",45,1,65459,0,1,0,2,"SINGLE",16864.75,"MEDIUM"
"CU9328","LAUREN","SNYDER","CA","West","M","Veterinarian","No",48,0,60258,3,1,1,3,"DIVORCED",25364.5,"HIGH"
"CU8983","LANE","RIGGS","MN","West","M","Law Enforcement Officer","No",35,0,61034,3,1,1,3,"DIVORCED",24258.5,"HIGH"
"CU1655","CECIL","MACDONALD","FL","South","M","First-line Manager","No",50,0,59188,3,1,1,4,"MARRIED",25797,"HIGH"
"CU13483","DORETHEA","ADAMS","NY","NorthEast","F","Programmer/Developer","No",32,0,68442,1,1,0,1,"SINGLE",18810.5,"MEDIUM"
"CU9863","NIESHA","GIRARD","MI","Midwest","F","IT Staff","No",48,1,61884,1,1,1,1,"DIVORCED",23771,"HIGH"
"CU4584","MICKEY","MIMS","NY","NorthEast","M","Administrative Assistant","No",50,1,59724,0,1,0,2,"SINGLE",15931,"MEDIUM"
"CU14034","MIRANDA","HAGEN","NY","NorthEast","F","Author","No",61,1,61929,1,1,1,1,"MARRIED",25082.25,"HIGH"
"CU8512","SCOTTY","HUYNH","MI","Midwest","M","Programmer/Developer","No",25,1,57204,3,1,0,3,"SINGLE",7301,"LOW"
"CU13369","CALEB","GREEN","MI","Midwest","M","Administrative Assistant","No",19,0,61123,0,0,0,2,"SINGLE",18180.75,"MEDIUM"
"CU3715","MALCOLM","WEIR","DC","NorthEast","M","Cashier","No",31,1,59982,1,1,1,1,"MARRIED",21595.5,"MEDIUM"
"CU10361","HONG","PURCELL","CA","West","M","Nurse","No",41,0,58896,0,1,1,2,"SINGLE",29824,"HIGH"
"CU4118","SUNDAY","WALKER","NY","NorthEast","F","PROF-35","No",50,1,58375,1,1,1,1,"DIVORCED",23093.75,"HIGH"
"CU12921","OSVALDO","UNGER","CA","West","M","Programmer/Developer","No",21,0,70799,3,0,0,3,"SINGLE",15299.75,"MEDIUM"
"CU9729","ROGER","PRYOR","NY","NorthEast","M","Technical Writer","No",55,0,68358,5,1,1,5,"DIVORCED",25089.5,"HIGH"
"CU2206","DANILO","TOWNSEND","MI","Midwest","M","Not specified","No",42,0,68924,0,1,0,3,"SINGLE",22931,"HIGH"
"CU15635","REBECA","BRADFORD","MI","Midwest","F","Author","No",67,0,58942,1,1,1,1,"DIVORCED",29935.5,"HIGH"
"CU15148","BEAU","DARBY","CA","West","M","Veterinarian","No",59,0,61997,4,1,1,4,"MARRIED",25399.25,"HIGH"
"CU15175","CARLEY","BUCHANAN","MO","Midwest","F","Cashier","No",40,1,61197,5,1,1,5,"MARRIED",16799.25,"MEDIUM"
"CU2055","OTTO","SULLIVAN","NY","NorthEast","M","Sales Representative","No",29,1,68011,0,1,1,2,"SINGLE",25902.75,"HIGH"
"CU1720","ALVARO","WILEY","NY","NorthEast","M","Author","No",72,1,59255,1,1,1,1,"WIDOWED",25513.75,"HIGH"
"CU2788","VAUGHN","MCKINNEY","CA","West","M","IT Staff","No",56,1,60508,0,1,2,2,"OTHER",36727,"VERY HIGH"
"CU14938","FE","CHANCE","NY","NorthEast","F","Technical Writer","No",26,0,63799,1,1,1,1,"DIVORCED",27049.75,"HIGH"
"CU12859","REX","BURGOS","NY","NorthEast","M","Fireman","No",19,0,60647,3,1,1,3,"SINGLE",22561.75,"HIGH"
"CU13885","RORY","STOUT","MI","Midwest","M","Nurse","No",32,0,65326,3,1,1,3,"SINGLE",25031.5,"HIGH"
"CU15133","DEWITT","ROBLES","NY","NorthEast","M","Dentist","No",36,1,62694,1,1,1,1,"MARRIED",22773.5,"HIGH"
"CU7666","GARRET","STANLEY","CA","West","M","PROF-28","No",22,0,68528,0,0,0,2,"SINGLE",20332,"MEDIUM"
"CU8286","DONNY","THOMSON","MI","Midwest","M","Construction Laborer","No",48,0,67941,0,0,0,2,"SINGLE",22785.25,"HIGH"
"CU3751","BRIANA","DEWITT","CA","West","F","Not specified","No",46,1,73217,3,1,1,4,"DIVORCED",23904.25,"HIGH"
"CU2005","KIETH","CHANEY","NY","NorthEast","M","Dentist","No",44,1,62948,3,1,1,3,"MARRIED",20637,"MEDIUM"
"CU11347","TROY","RUFF","NY","NorthEast","M","Sales Representative","No",42,1,67752,3,1,1,3,"MARRIED",21638,"MEDIUM"
"CU2804","RONALD","LAIRD","MN","West","M","PROF-11","No",43,0,58370,0,1,0,2,"SINGLE",19892.5,"MEDIUM"
"CU13492","SAMATHA","JACOBS","MI","Midwest","F","PROF-7","No",33,0,61329,1,1,1,1,"DIVORCED",27132.25,"HIGH"
"CU7970","JANNET","LEDBETTER","MI","Midwest","F","Publisher","No",42,0,68131,1,1,1,1,"DIVORCED",29732.75,"HIGH"
"CU5854","FRANK","MAGEE","NV","Southwest","M","Software Engineer","No",26,0,69743,3,1,1,3,"MARRIED",25535.75,"HIGH"
"CU12168","DESMOND","FERRELL","CA","West","M","Professor","No",19,0,57992,3,1,1,3,"SINGLE",21898,"MEDIUM"
"CU12517","JERMAINE","ZAPATA","NY","NorthEast","M","Fireman","No",29,1,58366,3,1,1,4,"MARRIED",18491.5,"MEDIUM"
"CU15599","CARMINE","HINDS","UT","Southwest","M","Programmer/Developer","No",25,1,70112,3,1,0,3,"SINGLE",10528,"LOW"
"CU14537","JEFF","KIMBLE","MI","Midwest","M","Programmer/Developer","No",24,1,69908,3,1,1,3,"SINGLE",20377,"MEDIUM"
"CU10566","STEVE","UNGER","NY","NorthEast","M","Nurse","No",22,1,69578,0,0,0,2,"SINGLE",15594.5,"MEDIUM"
"CU4321","WILLETTE","IRWIN","CA","West","F","Lab Technician","No",43,0,73697,1,1,1,1,"MARRIED",31224.25,"VERY HIGH"
"CU15471","WINSTON","CORDOVA","CA","West","M","PROF-5","No",36,0,62911,1,1,1,1,"SINGLE",27827.75,"HIGH"
"CU2669","CHI","FRY","NY","NorthEast","M","PROF-26","No",24,1,70046,3,1,1,3,"MARRIED",20411.5,"MEDIUM"
"CU11694","JAN","CRAWFORD","CA","West","M","PROF-51","No",32,0,84160,3,1,1,3,"MARRIED",29740,"HIGH"
"CU2185","ALFONSO","SANTIAGO","MS","South","M","First-line Manager","No",47,1,61681,0,1,0,2,"SINGLE",16120.25,"MEDIUM"
"CU12663","HERSHEL","PARSONS","CA","West","M","Waiter/Waitress","No",23,1,68113,3,1,1,3,"SINGLE",19828.25,"MEDIUM"
"CU2555","REGINALD","MEJIA","OH","Midwest","M","Professor","No",41,0,63722,0,1,1,2,"MARRIED",31030.5,"VERY HIGH"
"CU5351","CRYSTAL","BARBER","MI","Midwest","F","Cashier","No",28,1,61194,1,1,1,1,"MARRIED",21598.5,"MEDIUM"
"CU15809","HARLAND","CARVER","DC","NorthEast","M","Waiter/Waitress","No",39,0,68371,1,1,1,1,"MARRIED",29492.75,"HIGH"
"CU10745","TRENTON","MORENO","MI","Midwest","M","Programmer/Developer","No",30,0,63925,3,0,0,3,"SINGLE",14481.25,"MEDIUM"
"CU5151","RUBIN","HEALY","NY","NorthEast","M","Technical Writer","No",43,0,60500,0,1,0,2,"SINGLE",20425,"MEDIUM"
"CU11246","DONNY","FAULKNER","CA","West","M","Secretary","No",31,0,60979,3,1,1,3,"MARRIED",23844.75,"HIGH"
"CU216","FREDRIC","LEVIN","NY","NorthEast","M","Author","No",83,0,65218,1,1,1,1,"SINGLE",33104.5,"VERY HIGH"
"CU5056","CORY","BABCOCK","CA","West","M","Professor","No",32,0,61776,2,1,1,2,"MARRIED",25644,"HIGH"
"CU15116","RODOLFO","BARON","CA","West","M","Cashier","No",45,0,61399,6,1,1,4,"DIVORCED",19849.75,"MEDIUM"
"CU14993","RODNEY","SCRUGGS","NY","NorthEast","M","PROF-31","No",34,1,59721,3,1,1,3,"MARRIED",18830.25,"MEDIUM"
"CU6501","ELIZABETH","BARGER","CA","West","F","PROF-2","No",66,1,70907,6,1,1,4,"DIVORCED",19326.75,"MEDIUM"
"CU4871","CORDELIA","BRANHAM","CA","West","F","Homemaker","No",38,0,55475,1,1,1,1,"MARRIED",26168.75,"HIGH"
"CU13515","WYATT","BLAIR","MI","Midwest","M","Programmer/Developer","No",28,0,64462,3,0,0,3,"SINGLE",14415.5,"MEDIUM"
"CU938","RASHAD","GOFF","CA","West","M","Fireman","No",60,0,59368,0,1,0,2,"SINGLE",21842,"MEDIUM"
"CU5310","CAROLEE","ONEIL","MI","Midwest","F","Veterinarian","No",28,1,62354,1,1,2,1,"DIVORCED",31888.5,"VERY HIGH"
"CU4914","DEVIN","TYSON","CA","West","M","Administrator","No",42,0,62427,0,1,1,2,"MARRIED",30806.75,"VERY HIGH"
"CU8955","RICARDA","MAGEE","MI","Midwest","F","Clerical","No",32,1,50758,1,1,2,1,"MARRIED",29389.5,"HIGH"
"CU14800","CORDELIA","STARR","NY","NorthEast","F","Not specified","No",43,0,74803,1,1,1,1,"MARRIED",31500.75,"VERY HIGH"
"CU15766","LEONARD","BERGERON","NY","NorthEast","M","Clerical","No",41,1,59261,4,1,0,4,"SINGLE",7915.25,"LOW"
"CU5759","SYLVIE","BEATTY","MI","Midwest","F","Publisher","No",55,1,61580,3,1,2,4,"WIDOWED",31895,"VERY HIGH"
"CU692","DANNIE","KEATING","NY","NorthEast","M","Clerical","No",59,1,61270,2,1,1,2,"WIDOWED",23217.5,"HIGH"
"CU4105","ANTONY","GUIDRY","MI","Midwest","M","PROF-49","No",29,1,65668,4,1,1,4,"MARRIED",18317,"MEDIUM"
"CU13265","FOREST","HAGER","FL","South","M","Programmer/Developer","No",27,0,70582,1,0,0,1,"SINGLE",18845.5,"MEDIUM"
"CU6227","GRAHAM","RILEY","NY","NorthEast","M","Not specified","No",43,1,69268,1,1,1,4,"DIVORCED",26617,"HIGH"
"CU4292","NEAL","MATTINGLY","MI","Midwest","M","IT Staff","No",34,1,64180,1,1,1,4,"MARRIED",24445,"HIGH"
"CU7681","JUDE","POST","NY","NorthEast","M","Sales Representative","No",24,0,58981,3,1,1,3,"SINGLE",22645.25,"HIGH"
"CU14310","CECIL","EGAN","CA","West","M","Veterinarian","No",50,0,78125,3,1,1,3,"MARRIED",30031.25,"VERY HIGH"
"CU11113","VAL","HUGGINS","NY","NorthEast","M","Childcare Worker","No",35,1,58567,3,1,1,3,"MARRIED",18641.75,"MEDIUM"
"CU14302","TRINIDAD","WOODY","CA","West","M","Nurse","No",23,0,66488,3,0,0,3,"SINGLE",14422,"MEDIUM"
"CU7839","KIM","SHIRLEY","MI","Midwest","M","Nurse","No",34,0,59621,0,0,0,2,"SINGLE",19305.25,"MEDIUM"
"CU15289","FRANKLIN","KNOX","UT","Southwest","M","Professor","No",46,0,73987,1,1,1,1,"MARRIED",31596.75,"VERY HIGH"
"CU4101","ARTHUR","PULLIAM","MI","Midwest","M","IT Staff","No",33,0,71417,0,1,1,2,"MARRIED",32154.25,"VERY HIGH"
"CU2570","TYNISHA","HUTSON","NY","NorthEast","F","IT Staff","No",68,1,57124,1,1,1,1,"WIDOWED",24581,"HIGH"
"CU11231","AKILAH","MULLEN","UT","Southwest","F","Veterinarian","No",33,1,62482,5,1,1,5,"DIVORCED",16420.5,"MEDIUM"
"CU5289","WILEY","BORDEN","MI","Midwest","M","Veterinarian","No",28,1,68947,3,1,1,3,"MARRIED",20536.75,"MEDIUM"
"CU3084","SHON","COHEN","NY","NorthEast","M","PROF-44","No",24,0,57964,0,1,0,2,"SINGLE",17891,"MEDIUM"
"CU7866","PEARLIE","PERALTA","CA","West","F","Waiter/Waitress","No",46,0,69444,1,1,1,1,"MARRIED",30461,"VERY HIGH"
"CU13120","DARWIN","MACK","NC","South","M","Construction Laborer","No",30,0,60554,1,1,1,1,"SINGLE",26638.5,"HIGH"
"CU6243","DWAYNE","LITTLEJOHN","CA","West","M","PROF-33","No",45,0,64799,3,1,0,3,"SINGLE",16199.75,"MEDIUM"
"CU6466","GWYN","KOENIG","CA","West","F","Fireman","No",54,1,56361,1,1,2,1,"DIVORCED",32990.25,"VERY HIGH"
"CU9798","PEDRO","GRACE","FL","South","M","Nurse","No",48,0,66711,0,0,0,2,"SINGLE",22477.75,"HIGH"
"CU12208","FIDEL","WEATHERS","NV","Southwest","M","IT Staff","No",32,1,66479,1,1,1,1,"DIVORCED",23319.75,"HIGH"
"CU13133","DALLAS","WILHELM","NY","NorthEast","M","Programmer/Developer","No",22,1,68679,3,0,0,3,"SINGLE",9869.75,"LOW"
"CU14553","RANDALL","JENNINGS","NY","NorthEast","M","Technical Writer","No",19,0,67224,3,1,1,3,"SINGLE",24206,"HIGH"
"CU11341","ARLEN","LY","NY","NorthEast","M","Programmer/Developer","No",29,0,58086,3,0,0,3,"SINGLE",12921.5,"LOW"
"CU9102","ALONZO","PUGH","CA","West","M","PROF-5","No",31,0,65843,3,1,1,3,"SINGLE",25060.75,"HIGH"
"CU11209","WILL","ABRAHAM","CA","West","M","Sales Representative","No",33,0,62475,3,1,1,3,"MARRIED",24418.75,"HIGH"
"CU14291","ANIBAL","BALL","NY","NorthEast","M","Administrative Assistant","No",0,0,57542,0,1,0,2,"SINGLE",0,"LOW"
"CU11516","CHARLESETTA","FORTUNE","NV","Southwest","F","Clerical","No",51,0,70044,1,1,1,1,"DIVORCED",31111,"VERY HIGH"
"CU534","THEODORA","HACKETT","NY","NorthEast","F","Clerical","No",74,1,66848,1,1,2,1,"WIDOWED",37612,"VERY HIGH"
"CU2956","LINDSAY","CARMONA","DC","NorthEast","M","Cashier","No",34,0,64101,4,1,1,4,"MARRIED",23425.25,"HIGH"
"CU8630","CARMINE","LACKEY","WA","West","M","Waiter/Waitress","No",28,0,62456,3,1,1,4,"SINGLE",24414,"HIGH"
"CU6674","GILMA","FIELDS","FL","South","F","IT Staff","No",35,1,57213,1,1,1,1,"DIVORCED",21303.25,"MEDIUM"
"CU7733","REINALDO","WALKER","NC","South","M","Programmer/Developer","No",22,1,71397,3,1,1,3,"MARRIED",20549.25,"MEDIUM"
"CU9746","EUSEBIO","PROCTOR","OK","Midwest","M","Programmer/Developer","No",21,0,65606,3,1,1,3,"MARRIED",24001.5,"HIGH"
"CU4544","DEON","ROCKWELL","CA","West","M","Cashier","No",29,1,59670,3,1,1,3,"DIVORCED",18317.5,"MEDIUM"
"CU153","FLORENTINO","DUGAN","MI","Midwest","M","Author","No",77,0,60958,3,1,1,1,"MARRIED",27439.5,"HIGH"
"CU577","KENDALL","ESCOBAR","CA","West","M","Veterinarian","No",26,1,65108,1,1,1,1,"MARRIED",22377,"HIGH"
"CU4116","NORMAND","HO","MI","Midwest","M","PROF-5","No",52,1,64173,3,1,0,3,"SINGLE",11743.25,"LOW"
"CU8583","PABLO","WHITMORE","CA","West","M","Dentist","No",26,1,62117,3,1,1,3,"SINGLE",18629.25,"MEDIUM"
"CU13235","RODNEY","KEY","NY","NorthEast","M","Programmer/Developer","No",23,0,61908,3,1,1,3,"SINGLE",23277,"HIGH"
"CU13847","MARYROSE","BELTRAN","MI","Midwest","F","Programmer/Developer","No",37,0,58703,1,1,1,1,"MARRIED",26875.75,"HIGH"
"CU9125","OTTO","WILLETT","CA","West","M","Construction Laborer","No",0,0,70227,0,0,0,2,"SINGLE",0,"LOW"
"CU7837","JULIUS","BRAVO","NV","Southwest","M","First-line Manager","No",28,0,60528,0,0,0,2,"SINGLE",18932,"MEDIUM"
